status,twi,tri,tpi,spi,soil_type,slope,profile_cu,ppt,plan_curva,ndvi,lulc,elevation,dtoS,aspect
0,8.18869000000,1.97606000000,-0.37500000000,0.01666670000,4,0.95484100000,0.11111100000,177.45500000000,0.00000000000,0.29061000000,1,242.00000000000,1,90.00000000000
0,9.24033000000,1.01547000000,-0.00686646000,0.03493640000,4,0.66720600000,0.00158175000,177.45500000000,0.00014064600,0.23086200000,1,240.00000000000,1,224.78000000000
0,8.19476000000,2.71327000000,0.86863700000,0.00000000000,4,0.47456400000,-0.11029100000,165.85800000000,0.22051000000,0.20434300000,1,235.00000000000,1,91.68820000000
0,8.52766000000,1.64113000000,-0.60928300000,0.00000000000,4,0.34019000000,-0.00034925700,177.45500000000,-0.21575900000,0.23785800000,1,237.02900000000,1,224.56800000000
0,16.08560000000,0.63795100000,-0.00177002000,0.00989213000,4,0.01012100000,0.00000000000,165.85800000000,-0.00049506300,0.23058500000,1,223.00500000000,1,277.27800000000
1,8.20343000000,1.78521000000,-0.37002600000,0.01642270000,4,0.94086900000,0.10991400000,177.45500000000,0.00059282600,0.18202600000,1,246.01300000000,1,89.81150000000
1,6.85124000000,2.64682000000,0.74932900000,0.00000000000,4,1.81820000000,-0.13345300000,177.45500000000,0.19988100000,0.11308500000,1,247.00000000000,1,203.14600000000
1,7.38841000000,3.03798000000,0.87338300000,0.00000000000,4,1.06279000000,-0.33273700000,177.45500000000,0.00000000000,0.26846800000,1,250.00000000000,1,243.41700000000
1,7.51723000000,2.87252000000,0.61102300000,0.00000000000,4,0.93436200000,-0.10874400000,177.45500000000,0.21693300000,0.15737700000,1,247.00000000000,1,269.52800000000
1,7.12045000000,1.71866000000,0.62405400000,0.00000000000,4,1.38928000000,-0.13867800000,177.45500000000,0.08354440000,0.28579100000,1,254.00000000000,1,239.06200000000
1,6.92582000000,0.88321600000,0.12500000000,0.00000000000,4,1.68760000000,0.00000000000,177.45500000000,0.00000000000,0.22867900000,1,257.00000000000,1,188.13000000000
1,6.85608000000,2.27964000000,0.49447600000,0.00000000000,4,1.80942000000,-0.04369910000,177.45500000000,0.06741200000,0.12654300000,1,251.00000000000,1,246.84200000000
0,7.80584000000,1.56118000000,0.23741100000,0.02444110000,5,1.40009000000,0.00372654000,173.63000000000,0.00000000000,0.10287800000,1,201.00000000000,1,180.10500000000
0,12.27460000000,2.18625000000,-0.85226400000,2.38538000000,5,1.05121000000,0.10738500000,173.63000000000,-0.21596300000,0.21960200000,1,206.02800000000,1,153.28900000000
0,8.24758000000,1.61267000000,-0.25094600000,0.04714050000,4,1.35023000000,0.11090000000,204.36800000000,-0.11132200000,0.30114600000,1,231.00000000000,1,224.89100000000
0,7.62112000000,1.22384000000,0.12365700000,0.02939950000,4,1.68398000000,0.00059678800,204.36800000000,0.00000000000,0.17926100000,1,212.00000000000,1,278.19200000000
0,6.58129000000,2.43752000000,-0.50201400000,0.00000000000,4,2.38108000000,0.11245200000,204.36800000000,-0.11096400000,0.24145400000,1,209.00000000000,1,306.76500000000
0,9.51609000000,2.05582000000,-0.62500000000,0.12374400000,5,1.01275000000,0.08333330000,173.63000000000,-0.13888900000,0.50874500000,4,185.00000000000,1,225.00000000000
0,6.85385000000,3.27718000000,0.99771100000,0.00000000000,4,1.81346000000,-0.17712000000,211.82700000000,0.15561700000,0.25437400000,1,251.00000000000,1,66.85280000000
0,7.74403000000,1.74627000000,0.49581900000,0.00000000000,4,0.74478300000,-0.10967000000,211.82700000000,0.00000000000,0.24171600000,1,231.00000000000,1,108.79900000000
0,6.92582000000,0.79093800000,0.12500000000,0.00000000000,4,1.68760000000,0.00000000000,177.45500000000,0.00000000000,0.26026200000,1,232.00000000000,1,188.13000000000
0,7.95369000000,1.30504000000,0.00000000000,0.21081900000,4,3.01696000000,-0.08888890000,204.36800000000,-0.08888890000,0.24383700000,1,233.00000000000,1,198.43500000000
0,7.38298000000,2.43126000000,0.87338300000,0.00000000000,4,1.06858000000,-0.11112000000,204.36800000000,0.22136900000,0.22558900000,1,235.00000000000,1,243.16900000000
0,6.44807000000,2.53691000000,0.62500000000,0.00000000000,4,2.71992000000,-0.09444440000,211.82700000000,0.12777800000,0.19080400000,1,238.00000000000,1,254.74500000000
0,10.18130000000,2.57041000000,-0.86431900000,0.98841600000,4,1.95207000000,0.19758300000,204.36800000000,-0.13083000000,0.21968100000,1,220.01800000000,1,104.04200000000
0,9.24874000000,2.14973000000,-0.60884100000,0.08660910000,4,0.99236800000,0.08090850000,211.82700000000,-0.13544800000,0.27670900000,3,250.02400000000,1,45.10470000000
0,8.19317000000,0.98267500000,-0.00350952000,0.09955290000,4,1.90062000000,0.00084432000,211.82700000000,0.00000000000,0.14044700000,1,249.00000000000,1,269.96100000000
0,12.02910000000,0.81965100000,0.00167847000,0.00000000000,5,0.01025800000,0.00000000000,173.63000000000,0.00049506300,0.26279900000,1,188.01800000000,1,180.00000000000
0,11.82610000000,0.20284700000,0.00111389000,0.00000000000,5,0.01256680000,-0.00020623300,173.63000000000,0.00028883000,0.35456700000,1,210.00800000000,1,170.25400000000
0,7.47416000000,1.46571000000,0.36119100000,0.00000000000,4,0.97547700000,-0.13374900000,204.36800000000,0.08017570000,0.28806700000,1,217.00000000000,1,314.84900000000
0,8.36100000000,1.93801000000,-0.49157700000,0.04208580000,4,1.20549000000,0.10917500000,204.36800000000,-0.21884500000,0.23359400000,1,238.01500000000,1,11.54490000000
0,8.18601000000,0.91019500000,0.37432900000,0.01671140000,4,0.95740500000,-0.11051400000,204.36800000000,0.00000000000,0.24188000000,1,229.00000000000,1,180.00000000000
0,9.04032000000,1.98619000000,-0.50161700000,0.14935200000,4,1.42591000000,0.00144111000,211.82700000000,-0.22222200000,0.20485300000,1,236.00000000000,1,270.00000000000
0,8.23791000000,3.63228000000,-1.00000000000,0.09519720000,5,1.81752000000,0.17777800000,173.63000000000,-0.15555600000,0.35258800000,1,179.00000000000,2,293.19900000000
